"session","created","modified","ended","expired","time3","survey","respondentID","df","df_json","time4","time5","cbcPractice","time6","time7","cbc1","time8","cbc2","time9","cbc3","time10","cbc4","time11","cbc5","time12","cbc6","time13","cbc7","time14","cbc8","cbcAllSame"
"","2021-11-11 23:01:15","2021-11-11 23:01:21","","","2021-11-11 23:01:15","Array","711","Array","[{""respID"":711,""qID"":1,""altID"":1,""obsID"":5681,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":711,""qID"":1,""altID"":2,""obsID"":5681,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":711,""qID"":1,""altID"":3,""obsID"":5681,""Opacity"":""No"",""Logo"":""No"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":711,""qID"":1,""altID"":4,""obsID"":5681,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":711,""qID"":2,""altID"":1,""obsID"":5682,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":711,""qID"":2,""altID"":2,""obsID"":5682,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":711,""qID"":2,""altID"":3,""obsID"":5682,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":711,""qID"":2,""altID"":4,""obsID"":5682,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":75,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":711,""qID"":3,""altID"":1,""obsID"":5683,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":711,""qID"":3,""altID"":2,""obsID"":5683,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":711,""qID"":3,""altID"":3,""obsID"":5683,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":711,""qID"":3,""altID"":4,""obsID"":5683,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":711,""qID"":4,""altID"":1,""obsID"":5684,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":75,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":711,""qID"":4,""altID"":2,""obsID"":5684,""Opacity"":""No"",""Logo"":""No"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":711,""qID"":4,""altID"":3,""obsID"":5684,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.2,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":711,""qID"":4,""altID"":4,""obsID"":5684,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":711,""qID"":5,""altID"":1,""obsID"":5685,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":711,""qID"":5,""altID"":2,""obsID"":5685,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":711,""qID"":5,""altID"":3,""obsID"":5685,""Opacity"":""No"",""Logo"":""No"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":711,""qID"":5,""altID"":4,""obsID"":5685,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":711,""qID"":6,""altID"":1,""obsID"":5686,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":711,""qID"":6,""altID"":2,""obsID"":5686,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":711,""qID"":6,""altID"":3,""obsID"":5686,""Opacity"":""No"",""Logo"":""No"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.2,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":711,""qID"":6,""altID"":4,""obsID"":5686,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":711,""qID"":7,""altID"":1,""obsID"":5687,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":711,""qID"":7,""altID"":2,""obsID"":5687,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":711,""qID"":7,""altID"":3,""obsID"":5687,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":711,""qID"":7,""altID"":4,""obsID"":5687,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":711,""qID"":8,""altID"":1,""obsID"":5688,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":711,""qID"":8,""altID"":2,""obsID"":5688,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":711,""qID"":8,""altID"":3,""obsID"":5688,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":711,""qID"":8,""altID"":4,""obsID"":5688,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""}]","2021-11-11 23:01:21","","","","","","","","","","","","","","","","","","","",""
"","2021-11-11 23:03:19","2021-11-11 23:03:53","","","2021-11-11 23:03:19","Array","164","Array","[{""respID"":164,""qID"":1,""altID"":1,""obsID"":1305,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":164,""qID"":1,""altID"":2,""obsID"":1305,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":75,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":164,""qID"":1,""altID"":3,""obsID"":1305,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.2,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":164,""qID"":1,""altID"":4,""obsID"":1305,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":164,""qID"":2,""altID"":1,""obsID"":1306,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":164,""qID"":2,""altID"":2,""obsID"":1306,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.2,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":164,""qID"":2,""altID"":3,""obsID"":1306,""Opacity"":""No"",""Logo"":""No"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":164,""qID"":2,""altID"":4,""obsID"":1306,""Opacity"":""No"",""Logo"":""No"",""Quantity"":75,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":164,""qID"":3,""altID"":1,""obsID"":1307,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":164,""qID"":3,""altID"":2,""obsID"":1307,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":164,""qID"":3,""altID"":3,""obsID"":1307,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":164,""qID"":3,""altID"":4,""obsID"":1307,""Opacity"":""No"",""Logo"":""No"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":164,""qID"":4,""altID"":1,""obsID"":1308,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":164,""qID"":4,""altID"":2,""obsID"":1308,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":164,""qID"":4,""altID"":3,""obsID"":1308,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":164,""qID"":4,""altID"":4,""obsID"":1308,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":164,""qID"":5,""altID"":1,""obsID"":1309,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.2,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":164,""qID"":5,""altID"":2,""obsID"":1309,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":164,""qID"":5,""altID"":3,""obsID"":1309,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":164,""qID"":5,""altID"":4,""obsID"":1309,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":164,""qID"":6,""altID"":1,""obsID"":1310,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.2,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":164,""qID"":6,""altID"":2,""obsID"":1310,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":164,""qID"":6,""altID"":3,""obsID"":1310,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":164,""qID"":6,""altID"":4,""obsID"":1310,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":164,""qID"":7,""altID"":1,""obsID"":1311,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":75,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":164,""qID"":7,""altID"":2,""obsID"":1311,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":164,""qID"":7,""altID"":3,""obsID"":1311,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":164,""qID"":7,""altID"":4,""obsID"":1311,""Opacity"":""No"",""Logo"":""No"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":164,""qID"":8,""altID"":1,""obsID"":1312,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":164,""qID"":8,""altID"":2,""obsID"":1312,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":164,""qID"":8,""altID"":3,""obsID"":1312,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":164,""qID"":8,""altID"":4,""obsID"":1312,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.2,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""}]","2021-11-11 23:03:23","2021-11-11 23:03:26","2","2021-11-11 23:03:39","2021-11-11 23:03:42","2","2021-11-11 23:03:49","3","2021-11-11 23:03:53","","","","","","","","","","","",""
"","2021-11-17 23:21:35","2021-11-17 23:22:46","","","2021-11-17 23:21:36","Array","889","Array","[{""respID"":889,""qID"":1,""altID"":1,""obsID"":7105,""Opacity"":""No"",""Logo"":""No"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":1,""altID"":2,""obsID"":7105,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":1,""altID"":3,""obsID"":7105,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":889,""qID"":1,""altID"":4,""obsID"":7105,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":889,""qID"":2,""altID"":1,""obsID"":7106,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":889,""qID"":2,""altID"":2,""obsID"":7106,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":2,""altID"":3,""obsID"":7106,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":889,""qID"":2,""altID"":4,""obsID"":7106,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":3,""altID"":1,""obsID"":7107,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":889,""qID"":3,""altID"":2,""obsID"":7107,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":889,""qID"":3,""altID"":3,""obsID"":7107,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":889,""qID"":3,""altID"":4,""obsID"":7107,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":75,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":889,""qID"":4,""altID"":1,""obsID"":7108,""Opacity"":""No"",""Logo"":""No"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":4,""altID"":2,""obsID"":7108,""Opacity"":""No"",""Logo"":""No"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":4,""altID"":3,""obsID"":7108,""Opacity"":""No"",""Logo"":""No"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.2,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":4,""altID"":4,""obsID"":7108,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":5,""altID"":1,""obsID"":7109,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":75,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":889,""qID"":5,""altID"":2,""obsID"":7109,""Opacity"":""No"",""Logo"":""No"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":5,""altID"":3,""obsID"":7109,""Opacity"":""No"",""Logo"":""No"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.1,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":5,""altID"":4,""obsID"":7109,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":889,""qID"":6,""altID"":1,""obsID"":7110,""Opacity"":""No"",""Logo"":""No"",""Quantity"":25,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":6,""altID"":2,""obsID"":7110,""Opacity"":""Yes"",""Logo"":""No"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.2,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_No.png""},{""respID"":889,""qID"":6,""altID"":3,""obsID"":7110,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":889,""qID"":6,""altID"":4,""obsID"":7110,""Opacity"":""No"",""Logo"":""No"",""Quantity"":75,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":7,""altID"":1,""obsID"":7111,""Opacity"":""No"",""Logo"":""No"",""Quantity"":100,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":7,""altID"":2,""obsID"":7111,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":75,""Volume"":16,""PlasticMaterial"":""Regular"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":889,""qID"":7,""altID"":3,""obsID"":7111,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.25,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":889,""qID"":7,""altID"":4,""obsID"":7111,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":889,""qID"":8,""altID"":1,""obsID"":7112,""Opacity"":""No"",""Logo"":""No"",""Quantity"":50,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_No.png""},{""respID"":889,""qID"":8,""altID"":2,""obsID"":7112,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":75,""Volume"":16,""PlasticMaterial"":""Sustainable"",""Price"":0.3,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""},{""respID"":889,""qID"":8,""altID"":3,""obsID"":7112,""Opacity"":""Yes"",""Logo"":""Yes"",""Quantity"":50,""Volume"":9,""PlasticMaterial"":""Regular"",""Price"":0.15,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/O_Gr.png""},{""respID"":889,""qID"":8,""altID"":4,""obsID"":7112,""Opacity"":""No"",""Logo"":""Yes"",""Quantity"":100,""Volume"":9,""PlasticMaterial"":""Sustainable"",""Price"":0.05,""image"":""https://raw.githubusercontent.com/arihaven/OMAO/main/T_Gr.png""}]","2021-11-17 23:21:40","2021-11-17 23:21:44","2","2021-11-17 23:22:16","2021-11-17 23:22:30","2","2021-11-17 23:22:37","1","2021-11-17 23:22:42","2","2021-11-17 23:22:46","","","","","","","","","",""
